1 2 1
1 3 0
1 4 0
1 5 1
1 6 1
1 7 1
1 8 1
1 9 1
1 10 0
1 11 1
1 12 1
1 13 0
1 14 1
1 15 1
1 16 1
1 17 1
1 18 1
1 19 1
1 20 1
1 21 1
1 22 1
1 23 1
1 24 1
1 25 1
1 26 1
1 27 1
1 28 1
1 29 1
1 30 1
1 31 1
1 32 1
1 33 1
1 34 1
1 35 1
1 36 2
1 37 2
1 38 2
1 39 2
2 4 0
2 5 0
2 6 0
2 7 1
2 8 1
2 9 1
2 10 2
2 11 2
2 12 3
2 13 5
2 14 7
2 15 13
2 16 15
2 17 14
2 18 28
2 19 19
2 20 56
2 21 25
2 22 112
2 23 89
2 24 101
2 25 106
2 26 102
2 27 67
2 28 206
2 29 252
2 30 214
2 31 167
2 32 228
2 33 438
2 34 412
2 35 588
2 36 520
2 37 474
2 38 299
2 39 1057
3 6 0
3 7 0
3 8 1
3 9 1
3 10 1
3 11 1
3 12 2
3 13 3
3 14 5
3 15 11
3 16 9
3 17 15
3 18 9
3 19 17
3 20 27
3 21 21
3 22 15
3 23 25
3 24 44
3 25 25
3 26 91
3 27 45
3 28 73
3 29 78
3 30 244
3 31 264
3 32 137
3 33 91
3 34 174
3 35 303
3 36 497
3 37 319
3 38 352
3 39 732
4 8 0
4 9 0
4 10 1
4 11 1
4 12 2
4 13 2
4 14 3
4 15 3
4 16 4
4 17 5
4 18 7
4 19 12
4 20 9
4 21 11
4 22 15
4 23 23
4 24 17
4 25 49
4 26 29
4 27 33
4 28 57
4 29 23
4 30 59
4 31 59
4 32 58
4 33 159
4 34 75
4 35 134
4 36 95
4 37 186
4 38 173
4 39 148
5 10 1
5 11 1
5 12 1
5 13 2
5 14 3
5 15 2
5 16 3
5 17 3
5 18 4
5 19 7
5 20 6
5 21 11
5 22 9
5 23 13
5 24 11
5 25 20
5 26 17
5 27 31
5 28 33
5 29 39
5 30 53
5 31 36
5 32 87
5 33 35
5 34 78
5 35 66
5 36 90
5 37 140
5 38 171
5 39 79
6 12 1
6 13 2
6 14 1
6 15 2
6 16 2
6 17 3
6 18 4
6 19 3
6 20 5
6 21 6
6 22 7
6 23 13
6 24 12
6 25 9
6 26 19
6 27 35
6 28 8
6 29 26
6 30 28
6 31 26
6 32 22
6 33 51
6 34 57
6 35 59
6 36 84
6 37 63
6 38 132
6 39 116
7 14 2
7 15 2
7 16 2
7 17 5
7 18 3
7 19 4
7 20 3
7 21 6
7 22 5
7 23 7
7 24 12
7 25 10
7 26 11
7 27 20
7 28 16
7 29 28
7 30 21
7 31 40
7 32 34
7 33 30
7 34 40
7 35 39
7 36 42
7 37 74
7 38 27
7 39 53
8 16 2
8 17 2
8 18 3
8 19 4
8 20 3
8 21 3
8 22 23
8 23 7
8 24 4
8 25 7
8 26 6
8 27 8
8 28 14
8 29 21
8 30 14
8 31 13
8 32 20
8 33 29
8 34 35
8 35 21
8 36 98
8 37 24
8 38 55
8 39 42
9 18 2
9 19 2
9 20 3
9 21 4
9 22 3
9 23 7
9 24 5
9 25 5
9 26 10
9 27 6
9 28 9
9 29 12
9 30 14
9 31 14
9 32 14
9 33 18
9 34 43
9 35 80
9 36 24
9 37 26
9 38 27
9 39 33
